Time and Date,Electricity:Facility ,Heating:Electricity ,Cooling:Electricity ,InteriorLights:Electricity ,ExteriorLights:Electricity ,InteriorEquipment:Electricity ,Fans:Electricity ,Pumps:Electricity ,Gas:Facility ,Heating:Gas ,WaterSystems:Gas 
 01/09  19:00:00,37796164.98,0,0,10753933.84,9957600,7920077.219,9164553.918,1.45E-05,35489121.36,35417121.36,72000
 01/09  20:00:00,37796164.98,0,0,10753933.84,9957600,7920077.219,9164553.918,1.45E-05,42734947.69,41063897.44,1671050.259
 01/09  21:00:00,34211520.37,0,0,7169289.229,9957600,7920077.219,9164553.918,1.45E-05,48562152.08,46891039.52,1671112.556
 01/09  22:00:00,34211520.37,0,0,7169289.229,9957600,7920077.219,9164553.918,1.45E-05,49122948.26,47451892.75,1671055.509
 01/09  23:00:00,21462321.83,0,0,3584644.615,9957600,7920077.219,0,1.45E-05,72000,0,72000
 01/09  24:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1671033.623,0,1671033.623
 01/10  01:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1671016.474,0,1671016.474
 01/10  02:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,72000,0,72000
 01/10  03:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1670999.365,0,1670999.365
 01/10  04:00:00,23011211.57,0,3455.302773,1792322.307,9957600,7920077.219,3337756.738,1.45E-05,2463261.187,792208.1376,1671053.05
 01/10  05:00:00,24120999.7,0,0,1792322.307,9957600,7920077.219,4451000.174,1.45E-05,2570363.436,2498363.436,72000
 01/10  06:00:00,27218557.3,0,0,3584644.615,9957600,7920077.219,5756235.466,1.45E-05,7463007.56,5792016.803,1670990.757
 01/10  07:00:00,30626875.75,0,0,3584644.615,9957600,7920077.219,9164553.918,1.45E-05,84384205.57,82713178.92,1671026.657
 01/10  08:00:00,32817364.98,0,0,10753933.84,4978800,7920077.219,9164553.918,1.45E-05,74363903.73,74291903.73,72000
 01/10  09:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,44073279.42,42402034.5,1671244.917
 01/10  10:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,28702683.69,25432016.4,3270667.296
 01/10  11:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,12418337.21,10746964.33,1671372.887
 01/10  12:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,5539619.241,3868177.47,1671441.771
 01/10  13:00:00,57266509.89,0,0,32261801.53,0,15840154.44,9164553.918,1.45E-05,6236112.6,4564645.364,1671467.236
 01/10  14:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,3390215.451,1718731.793,1671483.658
 01/10  15:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,2015047.08,343694.7281,1671352.352
 01/10  16:00:00,59268318.92,0,21789.7298,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671244.352,0,1671244.352
 01/10  17:00:00,60909543.55,0,3414.353626,32261801.53,1659600,17820173.74,9164553.918,1.45E-05,3270691.138,0,3270691.138
 01/10  18:00:00,46953645.47,0,8171.96009,17923223.07,9957600,9900096.523,9164553.918,1.45E-05,6921748.4,5250515.528,1671232.872
 01/10  19:00:00,37796164.98,0,0,10753933.84,9957600,7920077.219,9164553.918,1.45E-05,15062252.01,14990252.01,72000
 01/10  20:00:00,37796164.98,0,0,10753933.84,9957600,7920077.219,9164553.918,1.45E-05,20972811.75,19301673.07,1671138.682
 01/10  21:00:00,34211520.37,0,0,7169289.229,9957600,7920077.219,9164553.918,1.45E-05,26177372.59,24506252.25,1671120.341
 01/10  22:00:00,34211520.37,0,0,7169289.229,9957600,7920077.219,9164553.918,1.45E-05,30843209.24,29172145.76,1671063.487
 01/10  23:00:00,21462321.83,0,0,3584644.615,9957600,7920077.219,0,1.45E-05,72000,0,72000
 01/10  24:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1671041.715,0,1671041.715
 01/11  01:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1671024.749,0,1671024.749
 01/11  02:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,72000,0,72000
 01/11  03:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1671007.828,0,1671007.828
 01/11  04:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1670990.906,0,1670990.906
 01/11  05:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,72000,0,72000
 01/11  06:00:00,21462321.83,0,0,3584644.615,9957600,7920077.219,0,1.45E-05,1670999.498,0,1670999.498
 01/11  07:00:00,30626875.75,0,0,3584644.615,9957600,7920077.219,9164553.918,1.45E-05,69170539.99,67499504.18,1671035.81
 01/11  08:00:00,32817364.98,0,0,10753933.84,4978800,7920077.219,9164553.918,1.45E-05,58794673.45,58722673.45,72000
 01/11  09:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,27825261.69,26154006.61,1671255.079
 01/11  10:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,20526443.12,17255753.63,3270689.489
 01/11  11:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,13944650,12273312.15,1671337.852
 01/11  12:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,9797925.408,8126572.63,1671352.778
 01/11  13:00:00,57266509.89,0,0,32261801.53,0,15840154.44,9164553.918,1.45E-05,10122640.2,8451157.522,1671482.681
 01/11  14:00:00,59259341.39,0,12812.20046,32261801.53,0,17820173.74,9164553.918,1.45E-05,5975254.377,4303962.317,1671292.06
 01/11  15:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,5778110.686,4106824.18,1671286.507
 01/11  16:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,5000697.338,3329435.337,1671262.001
 01/11  17:00:00,60906129.19,0,0,32261801.53,1659600,17820173.74,9164553.918,1.45E-05,5698147.435,2427543.213,3270604.222
 01/11  18:00:00,46945473.51,0,0,17923223.07,9957600,9900096.523,9164553.918,1.45E-05,15952387.43,14281267.86,1671119.576
 01/11  19:00:00,37796164.98,0,0,10753933.84,9957600,7920077.219,9164553.918,1.45E-05,21692419.49,21620419.49,72000
 01/11  20:00:00,37796164.98,0,0,10753933.84,9957600,7920077.219,9164553.918,1.45E-05,26043769.27,24372691.3,1671077.967
 01/11  21:00:00,34211520.37,0,0,7169289.229,9957600,7920077.219,9164553.918,1.45E-05,29021683.44,27350542.34,1671141.102
 01/11  22:00:00,34211520.37,0,0,7169289.229,9957600,7920077.219,9164553.918,1.45E-05,31206662.28,29535578.06,1671084.213
 01/11  23:00:00,21462321.83,0,0,3584644.615,9957600,7920077.219,0,1.45E-05,72000,0,72000
 01/11  24:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1671062.448,0,1671062.448
 01/12  01:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1671045.667,0,1671045.667
 01/12  02:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,72000,0,72000
 01/12  03:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1671029.062,0,1671029.062
 01/12  04:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1671012.163,0,1671012.163
 01/12  05:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,72000,0,72000
 01/12  06:00:00,21462321.83,0,0,3584644.615,9957600,7920077.219,0,1.45E-05,1671021.058,0,1671021.058
 01/12  07:00:00,30626875.75,0,0,3584644.615,9957600,7920077.219,9164553.918,1.45E-05,68690244.61,67019187.1,1671057.514
 01/12  08:00:00,32817364.98,0,0,10753933.84,4978800,7920077.219,9164553.918,1.45E-05,57171819.42,57099819.42,72000
 01/12  09:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,28354348.94,25083926.29,3270422.649
 01/12  10:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,17590301.49,15918936.04,1671365.447
 01/12  11:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,12232657.63,10561293.3,1671364.329
 01/12  12:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,6764787.374,5093406.18,1671381.194
 01/12  13:00:00,57266509.89,0,0,32261801.53,0,15840154.44,9164553.918,1.45E-05,4349789.522,2678276.783,1671512.739
 01/12  14:00:00,59287203.21,0,40674.01531,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671321.777,0,1671321.777
 01/12  15:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671316.831,0,1671316.831
 01/12  16:00:00,59277576.06,0,31046.86635,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671292.715,0,1671292.715
 01/12  17:00:00,60914885.17,0,8755.975079,32261801.53,1659600,17820173.74,9164553.918,1.45E-05,3270672.332,0,3270672.332
 01/12  18:00:00,46961294.77,0,15821.25725,17923223.07,9957600,9900096.523,9164553.918,1.45E-05,2401363.918,730110.932,1671252.986
 01/12  19:00:00,37796164.98,0,0,10753933.84,9957600,7920077.219,9164553.918,1.45E-05,6734316.064,6662316.064,72000
 01/12  20:00:00,37796164.98,0,0,10753933.84,9957600,7920077.219,9164553.918,1.45E-05,13067268.45,11396075.84,1671192.612
 01/12  21:00:00,34211520.37,0,0,7169289.229,9957600,7920077.219,9164553.918,1.45E-05,16028927.35,14357753.1,1671174.247
 01/12  22:00:00,34211520.37,0,0,7169289.229,9957600,7920077.219,9164553.918,1.45E-05,20458838.22,18787721.12,1671117.101
 01/12  23:00:00,21462321.83,0,0,3584644.615,9957600,7920077.219,0,1.45E-05,72000,0,72000
 01/12  24:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1671095.244,0,1671095.244
 01/13  01:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1671078.661,0,1671078.661
 01/13  02:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,72000,0,72000
 01/13  03:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1671062.105,0,1671062.105
 01/13  04:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1671045.538,0,1671045.538
 01/13  05:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,72000,0,72000
 01/13  06:00:00,21462321.83,0,0,3584644.615,9957600,7920077.219,0,1.45E-05,1671054.796,0,1671054.796
 01/13  07:00:00,30626875.75,0,0,3584644.615,9957600,7920077.219,9164553.918,1.45E-05,56915923.01,55244831.68,1671091.33
 01/13  08:00:00,32817364.98,0,0,10753933.84,4978800,7920077.219,9164553.918,1.45E-05,48000782.41,46329706.84,1671075.563
 01/13  09:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,17754812.14,16083517.88,1671294.258
 01/13  10:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,8181563.759,6510196.458,1671367.302
 01/13  11:00:00,59246529.19,0,0,32261801.53,0,17820173.74,9164553.918,1.45E-05,2563898.694,892551.2872,1671347.407
 01/13  12:00:00,59248446.77,0,1917.575406,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671422.62,0,1671422.62
 01/13  13:00:00,57266509.89,0,0,32261801.53,0,15840154.44,9164553.918,1.45E-05,1671412.291,0,1671412.291
 01/13  14:00:00,59356878.07,0,110348.8805,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671364.091,0,1671364.091
 01/13  15:00:00,59264009.32,0,17480.12828,32261801.53,0,17820173.74,9164553.918,1.45E-05,1671359.918,0,1671359.918
 01/13  16:00:00,59282640.03,0,36110.83328,32261801.53,0,17820173.74,9164553.918,1.45E-05,3270471.405,0,3270471.405
 01/13  17:00:00,61104399.09,0,198269.8961,32261801.53,1659600,17820173.74,9164553.918,1.45E-05,1671371.213,0,1671371.213
 01/13  18:00:00,46958331.06,0,12857.54246,17923223.07,9957600,9900096.523,9164553.918,1.45E-05,2033629.928,362427.8991,1671202.029
 01/13  19:00:00,37796164.98,0,0,10753933.84,9957600,7920077.219,9164553.918,1.45E-05,475238.3318,403238.3318,72000
 01/13  20:00:00,37796164.98,0,0,10753933.84,9957600,7920077.219,9164553.918,1.45E-05,2479823.102,808666.6603,1671156.442
 01/13  21:00:00,34211520.37,0,0,7169289.229,9957600,7920077.219,9164553.918,1.45E-05,4647092.386,2976039.131,1671053.255
 01/13  22:00:00,34211520.37,0,0,7169289.229,9957600,7920077.219,9164553.918,1.45E-05,5740109.715,4069087.391,1671022.324
 01/13  23:00:00,21462321.83,0,0,3584644.615,9957600,7920077.219,0,1.45E-05,72000,0,72000
 01/13  24:00:00,19669999.53,0,0,1792322.307,9957600,7920077.219,0,1.45E-05,1671008.806,0,1671008.806
 01/14  01:00:00,17689980.22,0,0,1792322.307,9957600,5940057.914,0,1.45E-05,1670992.328,0,1670992.328
 01/14  02:00:00,17689980.22,0,0,1792322.307,9957600,5940057.914,0,1.45E-05,72000,0,72000
 01/14  03:00:00,17689980.22,0,0,1792322.307,9957600,5940057.914,0,1.45E-05,1670975.916,0,1670975.916
 01/14  04:00:00,17689980.22,0,0,1792322.307,9957600,5940057.914,0,1.45E-05,1671091.481,0,1671091.481
 01/14  05:00:00,17689980.22,0,0,1792322.307,9957600,5940057.914,0,1.45E-05,72000,0,72000
 01/14  06:00:00,17689980.22,0,0,1792322.307,9957600,5940057.914,0,1.45E-05,1671101.186,0,1671101.186
 01/14  07:00:00,30626875.75,0,0,3584644.615,9957600,7920077.219,9164553.918,1.45E-05,30863105.88,29192105.5,1671000.381
 01/14  08:00:00,25648075.75,0,0,3584644.615,4978800,7920077.219,9164553.918,1.45E-05,28825636.16,28753636.16,72000
 01/14  09:00:00,29818584.29,0,0,10753933.84,0,9900096.523,9164553.918,1.45E-05,21664263.83,19993129.72,1671134.11
 01/14  10:00:00,29818584.29,0,0,10753933.84,0,9900096.523,9164553.918,1.45E-05,18893733.55,17222642.86,1671090.689
 01/14  11:00:00,29818584.29,0,0,10753933.84,0,9900096.523,9164553.918,1.45E-05,17196622.01,15525548.17,1671073.841
 01/14  12:00:00,29818584.29,0,0,10753933.84,0,9900096.523,9164553.918,1.45E-05,16608383.82,14937189.79,1671194.024
 01/14  13:00:00,21471588.41,0,0,5376966.922,0,6930067.566,9164553.918,1.45E-05,20124649.61,18453470.02,1671179.592
 01/14  14:00:00,21471588.41,0,0,5376966.922,0,6930067.566,9164553.918,1.45E-05,20006145.34,18335091.96,1671053.381
 01/14  15:00:00,21471588.41,0,0,5376966.922,0,6930067.566,9164553.918,1.45E-05,19791907.52,19719907.52,72000
 01/14  16:00:00,21471588.41,0,0,5376966.922,0,6930067.566,9164553.918,1.45E-05,22471572.34,20800495.94,1671076.399
 01/14  17:00:00,21471588.41,0,0,5376966.922,0,6930067.566,9164553.918,1.45E-05,23791937.25,22120828.98,1671108.272
 01/14  18:00:00,26854534.14,0,0,1792322.307,9957600,5940057.914,9164553.918,1.45E-05,28714685.17,27043608.72,1671076.451
 01/14  19:00:00,17689980.22,0,0,1792322.307,9957600,5940057.914,0,1.45E-05,72000,0,72000
 01/14  20:00:00,17689980.22,0,0,1792322.307,9957600,5940057.914,0,1.45E-05,1671032.029,0,1671032.029
 01/14  21:00:00,17689980.22,0,0,1792322.307,9957600,5940057.914,0,1.45E-05,1671061.374,0,1671061.374
 01/14  22:00:00,17689980.22,0,0,1792322.307,9957600,5940057.914,0,1.45E-05,72000,0,72000
 01/14  23:00:00,17689980.22,0,0,1792322.307,9957600,5940057.914,0,1.45E-05,1671097.827,0,1671097.827
 01/14  24:00:00,17689980.22,0,0,1792322.307,9957600,5940057.914,0,1.45E-05,1671081.091,0,1671081.091
 01/15  01:00:00,19033040.65,0,0,1792322.307,9957600,5940057.914,1343060.427,1.45E-05,512721.3965,440721.3965,72000
 01/15  02:00:00,21488809.02,0,0,1792322.307,9957600,5940057.914,3798828.797,1.45E-05,2804737.575,1133694.766,1671042.809
 01/15  03:00:00,21792966.19,0,0,1792322.307,9957600,5940057.914,4102985.965,1.45E-05,3020848.895,1349779.938,1671068.956
 01/15  04:00:00,22892966.93,0,0,1792322.307,9957600,5940057.914,5202986.709,1.45E-05,3570386.379,3498386.379,72000
 01/15  05:00:00,22848217.35,0,0,1792322.307,9957600,5940057.914,5158237.129,1.45E-05,6125705.917,4454610.898,1671095.019
 01/15  06:00:00,22892966.93,0,0,1792322.307,9957600,5940057.914,5202986.709,1.45E-05,6320394.788,6248394.788,72000
 01/15  07:00:00,22848217.35,0,0,1792322.307,9957600,5940057.914,5158237.129,1.45E-05,8635585.552,6964465.65,1671119.902
 01/15  08:00:00,16254566.93,0,0,1792322.307,3319200,5940057.914,5202986.709,1.45E-05,10354224.34,8683126.841,1671097.495
 01/15  09:00:00,12890617.35,0,0,1792322.307,0,5940057.914,5158237.129,1.45E-05,8997460.917,8925460.917,72000
 01/15  10:00:00,12935366.93,0,0,1792322.307,0,5940057.914,5202986.709,1.45E-05,11263545.92,9592455.425,1671090.495
 01/15  11:00:00,12890617.35,0,0,1792322.307,0,5940057.914,5158237.129,1.45E-05,9927304.804,8256256.202,1671048.602
 01/15  12:00:00,12935366.93,0,0,1792322.307,0,5940057.914,5202986.709,1.45E-05,8588720.622,8516720.622,72000
 01/15  13:00:00,12890617.35,0,0,1792322.307,0,5940057.914,5158237.129,1.45E-05,9200069.987,7528978.256,1671091.731
 01/15  14:00:00,12935366.93,0,0,1792322.307,0,5940057.914,5202986.709,1.45E-05,8514183.187,6843047.665,1671135.522
 01/15  15:00:00,12890617.35,0,0,1792322.307,0,5940057.914,5158237.129,1.45E-05,6428534.947,6356534.947,72000
 01/15  16:00:00,12935366.93,0,0,1792322.307,0,5940057.914,5202986.709,1.45E-05,7143967.459,5472860.546,1671106.913
 01/15  17:00:00,12890617.35,0,0,1792322.307,0,5940057.914,5158237.129,1.45E-05,8313512.669,6642452.484,1671060.185
 01/15  18:00:00,22892966.93,0,0,1792322.307,9957600,5940057.914,5202986.709,1.45E-05,9866298.982,9794298.982,72000
 01/15  19:00:00,22848217.35,0,0,1792322.307,9957600,5940057.914,5158237.129,1.45E-05,11666244.06,9995155.739,1671088.324
 01/15  20:00:00,22892966.93,0,0,1792322.307,9957600,5940057.914,5202986.709,1.45E-05,10668082.21,8996980.317,1671101.896
 01/15  21:00:00,22848217.35,0,0,1792322.307,9957600,5940057.914,5158237.129,1.45E-05,11846665.57,11774665.57,72000
 01/15  22:00:00,22892966.93,0,0,1792322.307,9957600,5940057.914,5202986.709,1.45E-05,12823495.88,11152467.3,1671028.579
 01/15  23:00:00,22848217.35,0,0,1792322.307,9957600,5940057.914,5158237.129,1.45E-05,16093422.51,14422327.94,1671094.568
 01/15  24:00:00,22892966.93,0,0,1792322.307,9957600,5940057.914,5202986.709,1.45E-05,13242258.55,13170258.55,72000
 01/16  01:00:00,22848217.35,0,0,1792322.307,9957600,5940057.914,5158237.129,1.45E-05,15820137.68,14149056.8,1671080.876
 01/16  02:00:00,22892966.93,0,0,1792322.307,9957600,5940057.914,5202986.709,1.45E-05,14390296.39,12719235.97,1671060.425
 01/16  03:00:00,22848217.35,0,0,1792322.307,9957600,5940057.914,5158237.129,1.45E-05,17390903.52,17318903.52,72000
 01/16  04:00:00,22892966.93,0,0,1792322.307,9957600,5940057.914,5202986.709,1.45E-05,16664623.68,14993543.24,1671080.435
 01/16  05:00:00,22848217.35,0,0,1792322.307,9957600,5940057.914,5158237.129,1.45E-05,19554389.57,17883295.53,1671094.043
 01/16  06:00:00,22892966.93,0,0,1792322.307,9957600,5940057.914,5202986.709,1.45E-05,15458159.55,15386159.55,72000
 01/16  07:00:00,22848217.35,0,0,1792322.307,9957600,5940057.914,5158237.129,1.45E-05,19987866.57,18316765.39,1671101.179
 01/16  08:00:00,16254566.93,0,0,1792322.307,3319200,5940057.914,5202986.709,1.45E-05,15779367.46,15707367.46,72000
 01/16  09:00:00,12890617.35,0,0,1792322.307,0,5940057.914,5158237.129,1.45E-05,19800223.89,18129136.69,1671087.192
 01/16  10:00:00,12935366.93,0,0,1792322.307,0,5940057.914,5202986.709,1.45E-05,16603355.33,14932254.62,1671100.71
 01/16  11:00:00,12890617.35,0,0,1792322.307,0,5940057.914,5158237.129,1.45E-05,16975707.86,16903707.86,72000
 01/16  12:00:00,12935366.93,0,0,1792322.307,0,5940057.914,5202986.709,1.45E-05,14828386.81,13157287.47,1671099.344
 01/16  13:00:00,12890617.35,0,0,1792322.307,0,5940057.914,5158237.129,1.45E-05,16022537.15,14351515.53,1671021.62
 01/16  14:00:00,12935366.93,0,0,1792322.307,0,5940057.914,5202986.709,1.45E-05,12059045.43,11987045.43,72000
 01/16  15:00:00,12890617.35,0,0,1792322.307,0,5940057.914,5158237.129,1.45E-05,15728376.91,14057255.99,1671120.926
 01/16  16:00:00,12935366.93,0,0,1792322.307,0,5940057.914,5202986.709,1.45E-05,12971347.02,11300260.89,1671086.13
 01/16  17:00:00,12890617.35,0,0,1792322.307,0,5940057.914,5158237.129,1.45E-05,13484824.22,13412824.22,72000
 01/16  18:00:00,22892966.93,0,0,1792322.307,9957600,5940057.914,5202986.709,1.45E-05,13050434.6,11379334.96,1671099.646
 01/16  19:00:00,22848217.35,0,0,1792322.307,9957600,5940057.914,5158237.129,1.45E-05,15154957.11,13483982.25,1670974.859
 01/16  20:00:00,22892966.93,0,0,1792322.307,9957600,5940057.914,5202986.709,1.45E-05,11412307.89,11340307.89,72000
 01/16  21:00:00,22848217.35,0,0,1792322.307,9957600,5940057.914,5158237.129,1.45E-05,15055087.3,13383987.98,1671099.315
 01/16  22:00:00,22892966.93,0,0,1792322.307,9957600,5940057.914,5202986.709,1.45E-05,13038522.53,11367410.4,1671112.134
 01/16  23:00:00,22848217.35,0,0,1792322.307,9957600,5940057.914,5158237.129,1.45E-05,13672651.56,13600651.56,72000
 01/16  24:00:00,22892966.93,0,0,1792322.307,9957600,5940057.914,5202986.709,1.45E-05,13201697.77,11530664.54,1671033.225
 01/17  01:00:00,24828236.66,0,0,1792322.307,9957600,7920077.219,5158237.129,1.45E-05,16120511.6,14449413.54,1671098.058
 01/17  02:00:00,24872986.24,0,0,1792322.307,9957600,7920077.219,5202986.709,1.45E-05,11694175.55,11622175.55,72000
